"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14"
0.306,0.333333333333333,0.446,0.46,0.486,0.452222222222222,0.299212598425197,0.313008130081301,0.437984496124031,0.454545454545455,0.300429184549356,0.368663594470046,0.478260869565217,0.444444444444444
0.328,0.362222222222222,0.496,0.41,0.422,0.461111111111111,0.266409266409266,0.394190871369295,0.411067193675889,0.582995951417004,0.359477124183007,0.365079365079365,0.358490566037736,0.468085106382979
0.312,0.357777777777778,0.5,0.48,0.46,0.465555555555556,0.305019305019305,0.319502074688797,0.422924901185771,0.578947368421053,0.321120689655172,0.396788990825688,0.354166666666667,0.596153846153846
0.352,0.378888888888889,0.54,0.51,0.466,0.473333333333333,0.36144578313253,0.342629482071713,0.5893536121673,0.485232067510549,0.228260869565217,0.536363636363636,0.403846153846154,0.625
0.274,0.357777777777778,0.506,0.54,0.432,0.471111111111111,0.281746031746032,0.266129032258065,0.55,0.458333333333333,0.348583877995643,0.36734693877551,0.452830188679245,0.638297872340426
0.332,0.366666666666667,0.488,0.47,0.484,0.47,0.350597609561753,0.313253012048193,0.471264367816092,0.506276150627615,0.322510822510823,0.41324200913242,0.42,0.52
0.38,0.372222222222222,0.496,0.46,0.53,0.478888888888889,0.495934959349593,0.267716535433071,0.601503759398496,0.376068376068376,0.391111111111111,0.353333333333333,0.435483870967742,0.5
0.378,0.344444444444444,0.508,0.47,0.466,0.474444444444444,0.701680672268908,0.083969465648855,0.802919708029197,0.150442477876106,0.30952380952381,0.381278538812785,0.42,0.52
0.49,0.358888888888889,0.534,0.45,0.52,0.463333333333333,1,0,1,0,0.322510822510823,0.397260273972603,0.44,0.46
0.33,0.338888888888889,0.458,0.47,0.492,0.472222222222222,0.32421875,0.336065573770492,0.38671875,0.532786885245902,0.332599118942731,0.345291479820628,0.5,0.428571428571429
0.278,0.352222222222222,0.496,0.46,0.426,0.436666666666667,0.250965250965251,0.307053941908714,0.474308300395257,0.518218623481781,0.311300639658849,0.396751740139211,0.441860465116279,0.473684210526316
0.3,0.367777777777778,0.472,0.55,0.442,0.463333333333333,0.297619047619048,0.30241935483871,0.469230769230769,0.475,0.335497835497836,0.401826484018265,0.46,0.64
